id	cat_boost_original_bert	forest_original_bert	log_original_bert	neigh_original_bert	original_majority_label_bert
TAM_116	Positive	Positive	Positive	Positive	Positive
TAM_117	Negative	Negative	Positive	Positive	Negative
TAM_118	Positive	Positive	Positive	Positive	Positive
TAM_119	Positive	Positive	Positive	Positive	Positive
TAM_120	Positive	Positive	Positive	Positive	Positive
TAM_121	Positive	Positive	Positive	Positive	Positive
TAM_122	Positive	Positive	Positive	Positive	Positive
TAM_123	Negative	Positive	Positive	Positive	Positive
TAM_124	Negative	Positive	Positive	Positive	Positive
TAM_125	Positive	Positive	Positive	Negative	Positive
TAM_126	Positive	Positive	Positive	Positive	Positive
TAM_127	Negative	Negative	Negative	Negative	Negative
TAM_128	Negative	Negative	Positive	Positive	Negative
TAM_129	Positive	Positive	Positive	Positive	Positive
TAM_130	Positive	Positive	Positive	Positive	Positive
TAM_131	Positive	Positive	Positive	Positive	Positive
TAM_132	Positive	Positive	Positive	Positive	Positive
TAM_133	Positive	Positive	Positive	Positive	Positive
TAM_134	Positive	Positive	Positive	Positive	Positive
TAM_135	Positive	Positive	Positive	Positive	Positive
TAM_136	Positive	Positive	Positive	Positive	Positive
TAM_137	Positive	Positive	Positive	Positive	Positive
TAM_138	Negative	Negative	Negative	Positive	Negative
TAM_139	Negative	Positive	Positive	Positive	Positive
TAM_140	Positive	Positive	Positive	Positive	Positive
TAM_141	Positive	Positive	Positive	Positive	Positive
TAM_142	Positive	Positive	Positive	Positive	Positive
TAM_143	Positive	Mixed feelings	Negative	Positive	Positive
TAM_144	Positive	Positive	Mixed feelings	Positive	Positive
TAM_145	Positive	Positive	Positive	Positive	Positive
TAM_146	Positive	Positive	Positive	Positive	Positive
TAM_147	Positive	Positive	Positive	Positive	Positive
TAM_148	Positive	Positive	Positive	Positive	Positive
TAM_149	Negative	Positive	Negative	Negative	Negative
TAM_150	Negative	Positive	Negative	Positive	Negative
TAM_151	Positive	Positive	Positive	Positive	Positive
TAM_152	Positive	Positive	Positive	Negative	Positive
TAM_153	Positive	Negative	Positive	Positive	Positive
TAM_154	Positive	Positive	Positive	Positive	Positive
TAM_155	Positive	Positive	Positive	Positive	Positive
TAM_156	Negative	Positive	Negative	Positive	Negative
TAM_157	Positive	Positive	Positive	Positive	Positive
TAM_158	Positive	Negative	Positive	Positive	Positive
TAM_159	Positive	Positive	Positive	Positive	Positive
TAM_160	Negative	Positive	Negative	Positive	Negative
TAM_161	Positive	Positive	Negative	Positive	Positive
TAM_162	Positive	Positive	Positive	Positive	Positive
TAM_163	Positive	Negative	Positive	Positive	Positive
TAM_164	Negative	Negative	Negative	Negative	Negative
TAM_165	Positive	Positive	Positive	Positive	Positive
TAM_166	Positive	Positive	Positive	Positive	Positive
TAM_167	Mixed feelings	Positive	Negative	Positive	Positive
TAM_168	Positive	Positive	Positive	Positive	Positive
TAM_169	Negative	Negative	Positive	Negative	Negative
TAM_170	Positive	Positive	Positive	Positive	Positive
TAM_171	Positive	Positive	Positive	Positive	Positive
TAM_172	Positive	Positive	Positive	Positive	Positive
TAM_173	Negative	Positive	Positive	Positive	Positive
TAM_174	Positive	Positive	Positive	Positive	Positive
TAM_175	Positive	Positive	Positive	Positive	Positive
TAM_176	Positive	Positive	Positive	Positive	Positive
TAM_177	Positive	Positive	Positive	Positive	Positive
TAM_178	Positive	Positive	Positive	Positive	Positive
TAM_179	Positive	Positive	Negative	Positive	Positive
TAM_180	Positive	Positive	Positive	Positive	Positive
TAM_181	Positive	Positive	Positive	Positive	Positive
TAM_182	Positive	Positive	Positive	Positive	Positive
TAM_183	Negative	Positive	Positive	Positive	Positive
TAM_184	Mixed feelings	Positive	Negative	Positive	Positive
TAM_185	Mixed feelings	Positive	Positive	Positive	Positive
TAM_186	Negative	Positive	unknown state	Positive	Positive
TAM_187	Positive	Positive	Positive	Positive	Positive
TAM_188	Positive	Positive	Positive	Positive	Positive
TAM_189	Positive	Negative	Positive	Positive	Positive
TAM_190	Positive	Negative	Positive	Positive	Positive
TAM_191	Positive	Positive	Positive	Positive	Positive
TAM_192	Negative	Positive	Positive	Positive	Positive
TAM_193	Positive	Positive	Positive	Positive	Positive
TAM_194	Positive	Positive	Positive	Positive	Positive
TAM_195	Positive	Positive	Positive	Positive	Positive
TAM_196	Positive	Positive	Positive	Positive	Positive
TAM_197	Positive	Positive	Positive	Positive	Positive
TAM_198	Positive	Positive	Positive	Positive	Positive
TAM_199	Positive	Positive	Positive	Positive	Positive
TAM_200	Positive	Negative	Positive	Positive	Positive
TAM_201	Positive	Positive	Positive	Positive	Positive
TAM_202	Positive	Positive	Positive	Positive	Positive
TAM_203	Negative	Positive	Positive	Positive	Positive
TAM_204	Positive	Positive	Positive	Positive	Positive
TAM_205	Positive	Positive	Positive	Positive	Positive
TAM_206	Positive	Positive	Positive	Positive	Positive
TAM_207	Positive	Positive	Mixed feelings	Positive	Positive
TAM_208	Positive	Positive	Positive	Positive	Positive
TAM_209	Negative	Positive	Positive	Positive	Positive
TAM_210	Positive	Positive	Positive	Positive	Positive
TAM_211	Negative	Positive	Positive	Positive	Positive
TAM_212	Positive	Positive	Positive	Positive	Positive
TAM_213	Negative	Positive	Negative	Positive	Negative
TAM_214	Positive	Positive	Positive	Positive	Positive
TAM_215	Positive	Positive	Positive	Positive	Positive
TAM_216	Positive	Positive	Positive	Positive	Positive
TAM_217	Positive	Positive	Positive	unknown state	Positive
TAM_218	Positive	Positive	Positive	Positive	Positive
TAM_219	Positive	Positive	Positive	Positive	Positive
TAM_220	Positive	Positive	Positive	Positive	Positive
TAM_221	Positive	Positive	Positive	Positive	Positive
TAM_222	Positive	Positive	Positive	Positive	Positive
TAM_223	Negative	Positive	Positive	Positive	Positive
TAM_224	Positive	Positive	Positive	Positive	Positive
TAM_225	Positive	Positive	Positive	Positive	Positive
TAM_226	Positive	Negative	Positive	Positive	Positive
TAM_227	Positive	Positive	Positive	Positive	Positive
TAM_228	Positive	Positive	Positive	Positive	Positive
TAM_229	Positive	Positive	Positive	Positive	Positive
TAM_230	Positive	Positive	Positive	Positive	Positive
TAM_231	Positive	Negative	Negative	Positive	Negative
TAM_232	Positive	Positive	Positive	Positive	Positive
TAM_233	Negative	Positive	Positive	Positive	Positive
TAM_234	Positive	Positive	Positive	Positive	Positive
TAM_235	Positive	Positive	Positive	Positive	Positive
TAM_236	Positive	Positive	Positive	Positive	Positive
TAM_237	Positive	Negative	Positive	Positive	Positive
TAM_238	Positive	Positive	Positive	Positive	Positive
TAM_239	Positive	Positive	Positive	Negative	Positive
TAM_240	Positive	Positive	Positive	Positive	Positive
TAM_241	Negative	Negative	Positive	Positive	Negative
TAM_242	Positive	Negative	Positive	Negative	Negative
TAM_243	Positive	Negative	Positive	Positive	Positive
TAM_244	Positive	Negative	Positive	Positive	Positive
TAM_245	Positive	Positive	Positive	Positive	Positive
TAM_246	Negative	Positive	Positive	Positive	Positive
TAM_247	Positive	Positive	Positive	Positive	Positive
TAM_248	Positive	Positive	Positive	Positive	Positive
TAM_249	Positive	Negative	Positive	Positive	Positive
TAM_250	Positive	Positive	Positive	Positive	Positive
TAM_251	Negative	Negative	Negative	Positive	Negative
TAM_252	Negative	Positive	Negative	Positive	Negative
TAM_253	Positive	Positive	Positive	Positive	Positive
TAM_254	Positive	Positive	Negative	Positive	Positive
TAM_255	Positive	Positive	Positive	Positive	Positive
TAM_256	Negative	Positive	Negative	Negative	Negative
TAM_257	Positive	Positive	Positive	Positive	Positive
TAM_258	Positive	Positive	Positive	Positive	Positive
TAM_259	Positive	Positive	Negative	Positive	Positive
TAM_260	Positive	Positive	Positive	Positive	Positive
TAM_261	Positive	Positive	Negative	Positive	Positive
TAM_262	Positive	Positive	Positive	Positive	Positive
TAM_263	Negative	Negative	Negative	Positive	Negative
TAM_264	Negative	Negative	Positive	Positive	Negative
TAM_265	Positive	Positive	Positive	Positive	Positive
TAM_266	Positive	Positive	Negative	Negative	Negative
TAM_267	Negative	Positive	Positive	Positive	Positive
TAM_268	Positive	Positive	Positive	Positive	Positive
TAM_269	Negative	Positive	Mixed feelings	Negative	Negative
TAM_270	Negative	Positive	Negative	Positive	Negative
TAM_271	Negative	Positive	Positive	Positive	Positive
TAM_272	Positive	Positive	Positive	Positive	Positive
TAM_273	Positive	Positive	Positive	Positive	Positive
TAM_274	Negative	Positive	Positive	Positive	Positive
TAM_275	Positive	Positive	Positive	Negative	Positive
TAM_276	Negative	Positive	Positive	Positive	Positive
TAM_277	Positive	Positive	Positive	Positive	Positive
TAM_278	Positive	unknown state	Positive	Positive	Positive
TAM_279	Negative	Negative	unknown state	Positive	Negative
TAM_280	Positive	Negative	Positive	Negative	Negative
TAM_281	Positive	Positive	Positive	Positive	Positive
TAM_282	Positive	Positive	Positive	Positive	Positive
TAM_283	Positive	Positive	Positive	Negative	Positive
TAM_284	Positive	Positive	Positive	Positive	Positive
TAM_285	Positive	Positive	Positive	Positive	Positive
TAM_286	Positive	Positive	Positive	Positive	Positive
TAM_287	Positive	Positive	Negative	Negative	Negative
TAM_288	Negative	Positive	Positive	Positive	Positive
TAM_289	Positive	Positive	Positive	Positive	Positive
TAM_290	Positive	Positive	Positive	Positive	Positive
TAM_291	Positive	Positive	Positive	Positive	Positive
TAM_292	Negative	Negative	Negative	Positive	Negative
TAM_293	Positive	Positive	Positive	Positive	Positive
TAM_294	Positive	Positive	Positive	Positive	Positive
TAM_295	Negative	Positive	Positive	Positive	Positive
TAM_296	Mixed feelings	Positive	Positive	Positive	Positive
TAM_297	Negative	Positive	Positive	Positive	Positive
TAM_298	Positive	Negative	Negative	Positive	Negative
TAM_299	unknown state	Positive	Positive	Positive	Positive
TAM_300	Positive	Negative	Negative	Positive	Negative
TAM_301	Positive	Positive	Positive	Positive	Positive
TAM_302	Negative	Positive	Positive	Positive	Positive
TAM_303	Positive	Positive	Positive	Positive	Positive
TAM_304	Positive	Negative	Positive	Positive	Positive
TAM_305	Positive	Positive	Positive	Positive	Positive
TAM_306	Positive	Positive	Positive	Positive	Positive
TAM_307	Positive	Negative	Positive	Positive	Positive
TAM_308	Negative	Positive	Positive	Positive	Positive
TAM_309	Negative	Positive	Negative	Positive	Negative
TAM_310	Positive	Positive	Positive	Positive	Positive
TAM_311	Positive	Positive	Positive	Positive	Positive
TAM_312	Positive	Positive	Positive	Positive	Positive
TAM_313	Positive	Positive	Positive	Positive	Positive
TAM_314	unknown state	Positive	Positive	Positive	Positive
TAM_315	Positive	Negative	Positive	Positive	Positive
TAM_316	Positive	Positive	Positive	Positive	Positive
TAM_317	Negative	Negative	Positive	Positive	Negative
TAM_318	Positive	Positive	Positive	Positive	Positive
TAM_319	Positive	Positive	Positive	Positive	Positive
TAM_320	Negative	Positive	Positive	Positive	Positive
TAM_321	Positive	Positive	Positive	Positive	Positive
TAM_322	Positive	Positive	Positive	Positive	Positive
TAM_323	Negative	Positive	Negative	Positive	Negative
TAM_324	Negative	Negative	Positive	Positive	Negative
TAM_325	Mixed feelings	unknown state	Positive	Positive	Positive
TAM_326	Positive	Mixed feelings	Positive	Positive	Positive
TAM_327	Positive	Positive	Positive	Positive	Positive
TAM_328	Negative	Positive	Negative	Positive	Negative
TAM_329	Positive	Positive	Positive	Positive	Positive
TAM_330	Negative	Positive	Positive	Positive	Positive
TAM_331	Positive	Negative	Positive	Negative	Negative
TAM_332	Positive	Negative	Positive	Positive	Positive
TAM_333	Negative	Positive	Positive	Positive	Positive
TAM_334	Negative	Positive	Negative	Positive	Negative
TAM_335	Positive	Positive	Positive	Positive	Positive
TAM_336	Positive	Positive	Positive	Positive	Positive
TAM_337	Positive	Negative	Positive	Positive	Positive
TAM_338	Positive	Positive	Positive	Positive	Positive
TAM_339	Positive	Mixed feelings	Positive	Positive	Positive
TAM_340	Positive	Positive	Positive	Positive	Positive
TAM_341	Positive	Positive	Positive	Positive	Positive
TAM_342	Positive	Positive	Positive	Negative	Positive
TAM_343	Positive	Positive	Positive	Positive	Positive
TAM_344	Positive	Positive	Positive	Positive	Positive
TAM_345	Negative	Positive	Positive	Positive	Positive
TAM_346	Positive	Positive	Positive	Positive	Positive
TAM_347	Negative	Negative	Positive	Positive	Negative
TAM_348	Positive	Negative	Negative	Positive	Negative
TAM_349	Positive	Positive	Positive	Positive	Positive
TAM_350	Positive	Positive	Positive	Positive	Positive
TAM_351	Positive	Positive	Positive	Negative	Positive
TAM_352	Negative	Negative	Negative	Positive	Negative
TAM_353	Positive	Positive	Positive	Positive	Positive
TAM_354	Negative	Negative	Positive	Negative	Negative
TAM_355	Positive	Positive	Positive	Positive	Positive
TAM_356	Negative	Positive	Positive	Positive	Positive
TAM_357	Positive	Mixed feelings	Negative	Positive	Positive
TAM_358	Positive	Mixed feelings	Positive	Positive	Positive
TAM_359	Negative	Negative	Negative	Negative	Negative
TAM_360	Positive	Positive	Positive	Positive	Positive
TAM_361	Negative	Negative	Negative	Negative	Negative
TAM_362	Positive	Positive	Positive	Positive	Positive
TAM_363	Positive	Positive	Positive	Positive	Positive
TAM_364	Positive	Negative	Positive	Positive	Positive
TAM_365	Negative	Negative	Negative	Negative	Negative
TAM_366	Negative	Negative	Negative	Negative	Negative
TAM_367	Negative	Negative	Negative	Negative	Negative
TAM_368	Negative	Negative	Positive	Negative	Negative
TAM_369	Positive	Positive	Positive	Negative	Positive
TAM_370	Positive	Positive	Positive	Positive	Positive
TAM_371	Negative	Negative	Negative	Positive	Negative
TAM_372	Negative	Negative	Positive	Positive	Negative
TAM_373	Positive	Positive	Positive	Positive	Positive
TAM_374	Negative	Positive	Negative	Positive	Negative
TAM_375	Negative	Positive	Positive	Positive	Positive
TAM_376	Negative	Negative	Positive	Positive	Negative
TAM_377	Positive	Positive	Positive	Positive	Positive
TAM_378	Negative	Positive	Negative	Positive	Negative
TAM_379	Positive	unknown state	Positive	Positive	Positive
TAM_380	Positive	Positive	Positive	Positive	Positive
TAM_381	Positive	Positive	Positive	Positive	Positive
TAM_382	Positive	Positive	Positive	Positive	Positive
TAM_383	Positive	Positive	Positive	Positive	Positive
TAM_384	Positive	Positive	Positive	Positive	Positive
TAM_385	Negative	Negative	Negative	Positive	Negative
TAM_386	Positive	Positive	Positive	Positive	Positive
TAM_387	Positive	Positive	Negative	Positive	Positive
TAM_388	Positive	Positive	Negative	Positive	Positive
TAM_389	Positive	Positive	Positive	Positive	Positive
TAM_390	Positive	Positive	Positive	Positive	Positive
TAM_391	Positive	Positive	Positive	Positive	Positive
TAM_392	Positive	Positive	Positive	Positive	Positive
TAM_393	Negative	Negative	Positive	Positive	Negative
TAM_394	Positive	Positive	Positive	Positive	Positive
TAM_395	Positive	Positive	Positive	Positive	Positive
TAM_396	Positive	Positive	Positive	Positive	Positive
TAM_397	Mixed feelings	Negative	Positive	Positive	Positive
TAM_398	Positive	Positive	Positive	Positive	Positive
TAM_399	Negative	Positive	Positive	Positive	Positive
TAM_400	Negative	Mixed feelings	Negative	Positive	Negative
TAM_401	Mixed feelings	Positive	Positive	Negative	Positive
TAM_402	Positive	Negative	Positive	Positive	Positive
TAM_403	Positive	Negative	Positive	Positive	Positive
TAM_404	Positive	Positive	Positive	Positive	Positive
TAM_405	Negative	Positive	Positive	Negative	Negative
TAM_406	Negative	Positive	Positive	Negative	Negative
TAM_407	Positive	Positive	Positive	Positive	Positive
TAM_408	Positive	Positive	Positive	Positive	Positive
TAM_409	Negative	Positive	Positive	Positive	Positive
TAM_410	Positive	Positive	Mixed feelings	Positive	Positive
TAM_411	Positive	Positive	Positive	Positive	Positive
TAM_412	Negative	Positive	Positive	Positive	Positive
TAM_413	Positive	Positive	Positive	Positive	Positive
TAM_414	Negative	Positive	Positive	Positive	Positive
TAM_415	Positive	Positive	Positive	Positive	Positive
TAM_416	Positive	Positive	Positive	Positive	Positive
TAM_417	Positive	Negative	Positive	Positive	Positive
TAM_418	Positive	Positive	Negative	Positive	Positive
TAM_419	Positive	Positive	Positive	Negative	Positive
TAM_420	Positive	Negative	Positive	Positive	Positive
TAM_421	Positive	Negative	Positive	Positive	Positive
TAM_422	Positive	Positive	Positive	Positive	Positive
TAM_423	Positive	Positive	Positive	Positive	Positive
TAM_424	Positive	Positive	Positive	Positive	Positive
TAM_425	Negative	Positive	Positive	Positive	Positive
TAM_426	Positive	Negative	Positive	Positive	Positive
TAM_427	Positive	Positive	Positive	Positive	Positive
TAM_428	Positive	Positive	Positive	Positive	Positive
TAM_429	Positive	Negative	Positive	Negative	Negative
TAM_430	unknown state	Mixed feelings	Positive	Positive	Positive
TAM_431	Positive	Positive	Positive	Positive	Positive
TAM_432	Positive	Positive	Positive	Negative	Positive
TAM_433	Negative	Negative	Negative	Negative	Negative
TAM_434	Negative	Positive	Positive	Positive	Positive
TAM_435	Positive	Positive	Positive	Negative	Positive
TAM_436	Positive	Positive	Positive	Positive	Positive
TAM_437	Positive	Positive	Positive	Positive	Positive
TAM_438	Positive	Positive	Negative	Positive	Positive
TAM_439	Negative	Positive	Negative	Positive	Negative
TAM_440	Positive	Positive	Positive	Positive	Positive
TAM_441	Positive	Positive	Positive	Positive	Positive
TAM_442	Positive	Positive	Positive	Positive	Positive
TAM_443	Negative	Positive	Positive	Positive	Positive
TAM_444	Negative	Positive	Positive	Positive	Positive
TAM_445	Positive	Positive	Positive	Positive	Positive
TAM_446	Positive	Positive	Positive	Positive	Positive
TAM_447	Positive	Positive	Positive	Positive	Positive
TAM_448	Positive	Positive	Positive	Negative	Positive
TAM_449	Negative	Positive	Positive	Positive	Positive
TAM_450	Positive	Positive	Positive	Positive	Positive
TAM_451	Positive	Positive	Positive	Positive	Positive
TAM_452	Positive	Positive	Negative	Positive	Positive
TAM_453	Positive	Positive	Positive	Positive	Positive
TAM_454	Positive	Positive	Positive	Positive	Positive
TAM_455	Negative	Positive	Positive	Positive	Positive
TAM_456	Positive	Positive	Positive	Positive	Positive
TAM_457	Positive	Positive	Positive	Positive	Positive
TAM_458	Positive	Positive	Positive	Positive	Positive
TAM_459	Negative	Negative	Positive	Negative	Negative
TAM_460	Positive	Positive	Positive	Positive	Positive
TAM_461	Positive	Negative	Mixed feelings	Positive	Positive
TAM_462	Positive	Positive	Positive	Positive	Positive
TAM_463	Positive	Positive	Positive	Positive	Positive
TAM_464	Positive	Positive	Positive	Positive	Positive
TAM_465	Negative	Negative	Negative	Positive	Negative
TAM_466	Negative	Positive	Positive	Positive	Positive
TAM_467	Positive	Positive	Positive	Positive	Positive
TAM_468	Positive	Positive	Positive	Positive	Positive
TAM_469	Positive	Negative	Positive	Positive	Positive
TAM_470	Positive	Positive	Positive	Positive	Positive
TAM_471	Positive	Positive	Positive	Positive	Positive
TAM_472	Negative	Positive	Positive	Positive	Positive
TAM_473	Positive	Positive	Positive	Positive	Positive
TAM_474	Positive	Positive	Positive	Positive	Positive
TAM_475	Negative	Positive	Positive	Negative	Negative
TAM_476	Positive	Positive	Positive	Negative	Positive
TAM_477	Mixed feelings	Positive	Positive	Positive	Positive
TAM_478	Positive	Positive	Positive	Positive	Positive
TAM_479	Positive	Positive	Positive	Positive	Positive
TAM_480	Positive	Positive	Positive	Positive	Positive
TAM_481	Positive	Positive	Positive	Positive	Positive
TAM_482	Positive	Positive	Positive	Positive	Positive
TAM_483	Positive	Positive	Positive	Positive	Positive
TAM_484	Mixed feelings	Negative	Positive	Negative	Negative
TAM_485	Mixed feelings	Positive	Positive	Positive	Positive
TAM_486	Negative	Positive	Positive	Positive	Positive
TAM_487	Positive	Positive	Positive	Positive	Positive
TAM_488	Positive	Positive	Positive	Positive	Positive
TAM_489	Positive	Positive	Negative	Positive	Positive
TAM_490	Positive	Positive	Positive	Positive	Positive
TAM_491	Positive	Positive	Positive	Positive	Positive
TAM_492	Positive	Negative	Mixed feelings	Positive	Positive
TAM_493	Positive	Positive	Positive	Positive	Positive
TAM_494	Positive	Positive	Positive	Positive	Positive
TAM_495	Negative	Positive	Positive	Positive	Positive
TAM_496	Negative	Positive	Negative	Negative	Negative
TAM_497	Positive	Positive	Positive	Positive	Positive
TAM_498	Positive	Positive	Negative	Positive	Positive
TAM_499	Positive	Positive	Positive	Negative	Positive
TAM_500	Positive	Positive	Positive	Positive	Positive
TAM_501	Positive	Positive	Negative	Positive	Positive
TAM_502	Positive	Negative	Negative	Positive	Negative
TAM_503	Positive	Positive	Positive	Positive	Positive
TAM_504	Positive	Positive	Positive	Positive	Positive
TAM_505	Negative	Positive	Positive	Positive	Positive
TAM_506	Negative	Negative	Positive	Positive	Negative
TAM_507	Negative	Positive	Negative	Positive	Negative
TAM_508	Positive	Positive	Positive	Positive	Positive
TAM_509	Positive	Positive	Positive	Positive	Positive
TAM_510	Positive	Positive	Positive	Positive	Positive
TAM_511	Negative	Negative	Positive	Negative	Negative
TAM_512	Positive	Positive	Positive	Positive	Positive
TAM_513	Negative	Positive	Negative	Negative	Negative
TAM_514	Positive	Positive	Positive	Positive	Positive
TAM_515	Positive	Positive	Positive	Positive	Positive
TAM_516	Positive	Positive	Positive	Positive	Positive
TAM_517	Positive	Negative	Mixed feelings	Positive	Positive
TAM_518	Positive	Positive	Positive	Positive	Positive
TAM_519	Positive	Positive	Positive	Positive	Positive
TAM_520	Positive	Positive	Positive	Positive	Positive
TAM_521	Positive	Positive	Positive	Positive	Positive
TAM_522	Positive	Mixed feelings	Positive	Positive	Positive
TAM_523	Negative	Positive	Positive	Negative	Negative
TAM_524	Negative	Positive	Negative	Positive	Negative
TAM_525	Positive	Positive	Positive	Positive	Positive
TAM_526	Negative	Negative	Positive	Positive	Negative
TAM_527	Negative	Positive	Positive	Positive	Positive
TAM_528	Positive	Mixed feelings	Positive	Positive	Positive
